id,model_type,model_family,model_name,ckpt_file,url,autoencoder,clip_encoder,image_encoder,t5_encoder,full_json
334,uncurated_model,sdxl_base_v0.9,CyberRealistic-Pony-Semi-Realistic,cyberrealistic_pony_semi_realistic_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,cyberrealistic_pony_semi_realistic_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""version"":""sdxl_base_v0.9"",""text_encoder"":""cyberrealistic_pony_semi_realistic_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""cyberrealistic_pony_semi_realistic_clip_vit_l14_f16.ckpt"",""name"":""CyberRealistic-Pony-Semi-Realistic"",""file"":""cyberrealistic_pony_semi_realistic_f16.ckpt"",""default_scale"":16,""upcast_attention"":false,""converted"":{""cyberrealistic_pony_semi_realistic_f16.ckpt"":""bd4312a637e17da2fd10a1b585b4ad409521af5ecf55230a6c2395068887756b"",""cyberrealistic_pony_semi_realistic_open_clip_vit_bigg14_f16.ckpt"":""a5b56c6cec6c546be29639aaf268bcd5891b954698217dfde61d3e8c676dc0d1"",""cyberrealistic_pony_semi_realistic_clip_vit_l14_f16.ckpt"":""3554be3889f29d249c7f0ba5966a1bd7bb159fb004119eeed57968bb49f446eb""}}"
335,uncurated_model,sdxl_base_v0.9,CyberRealistic-XL,cyberrealistic_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,cyberrealistic_xl_clip_vit_l14_f16.ckpt,"","","{""file"":""cyberrealistic_xl_f16.ckpt"",""name"":""CyberRealistic-XL"",""upcast_attention"":false,""text_encoder"":""cyberrealistic_xl_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""cyberrealistic_xl_clip_vit_l14_f16.ckpt"",""prefix"":"""",""default_scale"":16,""version"":""sdxl_base_v0.9"",""converted"":{""cyberrealistic_xl_open_clip_vit_bigg14_f16.ckpt"":""b9708730ba92b185e9673ed18be5bad82601140401f65a6c0ed5cfc26d9d1038"",""cyberrealistic_xl_clip_vit_l14_f16.ckpt"":""8c307d4d386383b422931d18c1b6f9098827efba5827121b7786ba86a76afd4b"",""cyberrealistic_xl_f16.ckpt"":""dede34bbe4db160c82a38fe29f03f0a881db12e0f97f61d1fb2dbc52a36672e8""}}"
336,uncurated_model,sdxl_base_v0.9,CyberRealistic_Pony_v8.5_1478064,cyberrealistic_pony_v8.5_1478064_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,cyberrealistic_pony_v8.5_1478064_clip_vit_l14_f16.ckpt,"","","{""file"":""cyberrealistic_pony_v8.5_1478064_f16.ckpt"",""prefix"":"""",""upcast_attention"":false,""version"":""sdxl_base_v0.9"",""text_encoder"":""cyberrealistic_pony_v8.5_1478064_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""default_scale"":16,""clip_encoder"":""cyberrealistic_pony_v8.5_1478064_clip_vit_l14_f16.ckpt"",""name"":""CyberRealistic_Pony_v8.5_1478064"",""converted"":{""cyberrealistic_pony_v8.5_1478064_open_clip_vit_bigg14_f16.ckpt"":""dfb1e6c3e6e8e4a686726adf873400d205e7cecbbdc7393e1443e9a1698e70e9"",""cyberrealistic_pony_v8.5_1478064_clip_vit_l14_f16.ckpt"":""160d6b37f93cfcbcd5d8e06bdfb26e339ab3995bd0ef2535196e67adeeb0a4e7"",""cyberrealistic_pony_v8.5_1478064_f16.ckpt"":""0a65d552a1169c6fdfd438c8fb8fa5e8c52e201fc975c54fcc604b6d7e40486b""}}"
337,uncurated_model,sdxl_base_v0.9,CyberRealistic_Pony_v8_1346181,cyberrealistic_pony_v8_1346181_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,cyberrealistic_pony_v8_1346181_clip_vit_l14_f16.ckpt,"","","{""name"":""CyberRealistic_Pony_v8_1346181"",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""cyberrealistic_pony_v8_1346181_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""file"":""cyberrealistic_pony_v8_1346181_f16.ckpt"",""prefix"":"""",""clip_encoder"":""cyberrealistic_pony_v8_1346181_clip_vit_l14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""default_scale"":16,""converted"":{""cyberrealistic_pony_v8_1346181_f16.ckpt"":""4a6d7faec236613add6b74273a3ebcf64f716eacc1b8b6ce630b3ac5486d65d7"",""cyberrealistic_pony_v8_1346181_open_clip_vit_bigg14_f16.ckpt"":""16c690bd5540518df814c580caa53be58e6a9e9ba0253107fa688c601d57ef6e"",""cyberrealistic_pony_v8_1346181_clip_vit_l14_f16.ckpt"":""42827773ac4a072b00e9d6e118bc884ea16e5c5d311ec948ca0efe75908d221f""}}"
338,uncurated_model,sdxl_base_v0.9,CyberRealistic_Pony_v9.0_Alt_1_1691220,cyberrealistic_pony_v9.0_alt_1_1691220_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,cyberrealistic_pony_v9.0_alt_1_1691220_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""modifier"":""none"",""version"":""sdxl_base_v0.9"",""text_encoder"":""cyberrealistic_pony_v9.0_alt_1_1691220_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""cyberrealistic_pony_v9.0_alt_1_1691220_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""default_scale"":16,""name"":""CyberRealistic_Pony_v9.0_Alt_1_1691220"",""file"":""cyberrealistic_pony_v9.0_alt_1_1691220_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""cyberrealistic_pony_v9.0_alt_1_1691220_f16.ckpt"":""82825b697a51ed8558be52b0bae921d7593235f06bd29562d812b2488f51b552"",""cyberrealistic_pony_v9.0_alt_1_1691220_clip_vit_l14_f16.ckpt"":""34758c866fb529df4f1f0fc72faf526bb718427359c9eeaee354188782a4be81"",""cyberrealistic_pony_v9.0_alt_1_1691220_open_clip_vit_bigg14_f16.ckpt"":""6e643c42062ae626d974686f8eeda46e3c59d23481c99ac0c9414d3e99278593""}}"
339,uncurated_model,sdxl_base_v0.9,DHXL-v1.0,dhxl_v1.0_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,dhxl_v1.0_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""name"":""DHXL-v1.0"",""upcast_attention"":false,""version"":""sdxl_base_v0.9"",""modifier"":""none"",""default_scale"":16,""text_encoder"":""dhxl_v1.0_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""dhxl_v1.0_clip_vit_l14_f16.ckpt"",""file"":""dhxl_v1.0_f16.ckpt"",""converted"":{""dhxl_v1.0_f16.ckpt"":""dc62200e9b409ffc75db0589f56dc215d0b50b6f3dcb076a2211c6913815e5c3"",""dhxl_v1.0_clip_vit_l14_f16.ckpt"":""68523541e72b570a3bdfc677d43fdf2fbd453753afefe3a5fd4b13419723961b"",""dhxl_v1.0_open_clip_vit_bigg14_f16.ckpt"":""2a317e9c68a874bea4a936f0e9e4a4305eebbd0260311664efeee3cdf0775c3c""}}"
340,uncurated_model,flux1,Demon_CORESFWNSFW_flux_V13,1048219_demoncoresfwnsfw_fluxv13_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1048219_demoncoresfwnsfw_fluxv13_q8p.ckpt"":""853fd6e9b787865960be8e3c7cae43104b07d31be105698a8aeb75eebc0bf0f2""},""default_scale"":16,""file"":""1048219_demoncoresfwnsfw_fluxv13_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Demon_CORESFWNSFW_flux_V13"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
341,uncurated_model,flux1,Demon_CORESFWNSFW_v25Helheim_Project_AIO,1357212_demoncoresfwnsfw_v25helheimprojectaio_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1357212_demoncoresfwnsfw_v25helheimprojectaio_q8p.ckpt"":""2f1387e3b5b7f9efd8eaea47dd73cbf3d84f9218beb007bcc5e2af44923b204b""},""default_scale"":16,""file"":""1357212_demoncoresfwnsfw_v25helheimprojectaio_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Demon_CORESFWNSFW_v25Helheim_Project_AIO"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
342,uncurated_model,sdxl_base_v0.9,Dixar,dixar_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,dixar_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""prefix"":"""",""text_encoder"":""dixar_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""dixar_clip_vit_l14_f16.ckpt"",""default_scale"":16,""version"":""sdxl_base_v0.9"",""name"":""Dixar"",""modifier"":""none"",""file"":""dixar_f16.ckpt"",""converted"":{""dixar_f16.ckpt"":""a1384dd6d61acca27316aa3e841c0e040cb081b3635ee195809dfbe003803c21"",""dixar_clip_vit_l14_f16.ckpt"":""9c3857016abef274505260853355e138264f2b95add42bbaa6373a3db7139943"",""dixar_open_clip_vit_bigg14_f16.ckpt"":""8201fd5350345faaa90d4389f6968801cc187475f572a9b78dab47d82eb9d40b""}}"
343,uncurated_model,sdxl_base_v0.9,Dreamisoa-remix,dreamisoa_remix_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,dreamisoa_remix_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""modifier"":""none"",""file"":""dreamisoa_remix_f16.ckpt"",""name"":""Dreamisoa-remix"",""default_scale"":16,""text_encoder"":""dreamisoa_remix_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""version"":""sdxl_base_v0.9"",""clip_encoder"":""dreamisoa_remix_clip_vit_l14_f16.ckpt"",""converted"":{""dreamisoa_remix_clip_vit_l14_f16.ckpt"":""ba0d9ed48e1626f7dbea71e52573b49cd936fa6f1936d00b64683fc7a975ec31"",""dreamisoa_remix_f16.ckpt"":""722fdf36d9ddcac8d6cf25bf6566c479bedd142585d3aded0e79ced5aaaf121b"",""dreamisoa_remix_open_clip_vit_bigg14_f16.ckpt"":""0d083227dae68dbe7fe882dd142fef6f9008ff8f4105b92789cbd9480c0a3c5d""}}"
344,uncurated_model,sdxl_base_v0.9,DucHaiten-Cool-Age,duchaiten_cool_age_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_cool_age_clip_vit_l14_f16.ckpt,"","","{""version"":""sdxl_base_v0.9"",""default_scale"":16,""file"":""duchaiten_cool_age_f16.ckpt"",""prefix"":"""",""clip_encoder"":""duchaiten_cool_age_clip_vit_l14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""duchaiten_cool_age_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""upcast_attention"":false,""name"":""DucHaiten-Cool-Age"",""converted"":{""duchaiten_cool_age_open_clip_vit_bigg14_f16.ckpt"":""f2b671505287d55ac9e0d1a5965c3571d0aa64fa3c5bce13ab9c33fd5debfb39"",""duchaiten_cool_age_f16.ckpt"":""e3f9a23847225ed2c479fc9c854132260b8e52b7eec3bb515fcc92030e02768c"",""duchaiten_cool_age_clip_vit_l14_f16.ckpt"":""160c0b21e62c6c8ee39ad95c3a57e00db8f99163aaa9d458f36148d3d0e554cf""}}"
345,uncurated_model,sdxl_base_v0.9,DucHaiten-NoobAI,duchaiten_noobai_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_noobai_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""prefix"":"""",""modifier"":""none"",""file"":""duchaiten_noobai_f16.ckpt"",""name"":""DucHaiten-NoobAI"",""version"":""sdxl_base_v0.9"",""default_scale"":16,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""duchaiten_noobai_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""duchaiten_noobai_clip_vit_l14_f16.ckpt"",""converted"":{""duchaiten_noobai_open_clip_vit_bigg14_f16.ckpt"":""0a833ffb660fdedfc2623782e9d0cdc3b5a11388acd6dfaebbeb2cde7287ced1"",""duchaiten_noobai_clip_vit_l14_f16.ckpt"":""2129507bc4c106e2be6bd646aabd2e93ef505a49ba0730e707b527461959f7fc"",""duchaiten_noobai_f16.ckpt"":""ce92e99bddff8595201125d829f246da049c3454e9ae8ce61abc86dfdddd6dc5""}}"
346,uncurated_model,sdxl_base_v0.9,DucHaiten-NoobAI-Cinematic,duchaiten_noobai_cinematic_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_noobai_cinematic_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""modifier"":""none"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""file"":""duchaiten_noobai_cinematic_f16.ckpt"",""upcast_attention"":false,""version"":""sdxl_base_v0.9"",""name"":""DucHaiten-NoobAI-Cinematic"",""clip_encoder"":""duchaiten_noobai_cinematic_clip_vit_l14_f16.ckpt"",""default_scale"":16,""text_encoder"":""duchaiten_noobai_cinematic_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""duchaiten_noobai_cinematic_open_clip_vit_bigg14_f16.ckpt"":""00307615c8f3f00bc3e65efd1dc8fd5a0348efbc69039909a7ed3b8ec0b01a18"",""duchaiten_noobai_cinematic_f16.ckpt"":""dc84cd2335b10bde059b193e44a90add299bd8f4a26eb7a6c90ef5f661ffdc6d"",""duchaiten_noobai_cinematic_clip_vit_l14_f16.ckpt"":""a8a172eb528198ff8e4b237418c12a05442117d0fd6d3db256e0578b79abe58f""}}"
347,uncurated_model,sdxl_base_v0.9,DucHaiten-Pony-Real,duchaiten_pony_real_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_pony_real_clip_vit_l14_f16.ckpt,"","","{""file"":""duchaiten_pony_real_f16.ckpt"",""text_encoder"":""duchaiten_pony_real_open_clip_vit_bigg14_f16.ckpt"",""default_scale"":16,""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""version"":""sdxl_base_v0.9"",""name"":""DucHaiten-Pony-Real"",""prefix"":"""",""modifier"":""none"",""clip_encoder"":""duchaiten_pony_real_clip_vit_l14_f16.ckpt"",""converted"":{""duchaiten_pony_real_clip_vit_l14_f16.ckpt"":""f4fc2ac679d8d6d1d5bf35d4096854a5ae8378b5dbbaf030dd9fbf191fd9cad2"",""duchaiten_pony_real_f16.ckpt"":""9b6f03fb8eb9cddce3a342233851f52c7d6c0bccce3fc30df57dc4b27798d5bc"",""duchaiten_pony_real_open_clip_vit_bigg14_f16.ckpt"":""753cac45092077359a23ba29601a389a90100affc3168c721d08bce8c421cf64""}}"
348,uncurated_model,sdxl_base_v0.9,DucHaiten_Pony_XL_no_score_v5.2_706363,duchaiten_pony_xl_no_score_v5.2_706363_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_pony_xl_no_score_v5.2_706363_clip_vit_l14_f16.ckpt,"","","{""name"":""DucHaiten_Pony_XL_no_score_v5.2_706363"",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""modifier"":""none"",""version"":""sdxl_base_v0.9"",""prefix"":"""",""file"":""duchaiten_pony_xl_no_score_v5.2_706363_f16.ckpt"",""clip_encoder"":""duchaiten_pony_xl_no_score_v5.2_706363_clip_vit_l14_f16.ckpt"",""text_encoder"":""duchaiten_pony_xl_no_score_v5.2_706363_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""duchaiten_pony_xl_no_score_v5.2_706363_clip_vit_l14_f16.ckpt"":""f4fc2ac679d8d6d1d5bf35d4096854a5ae8378b5dbbaf030dd9fbf191fd9cad2"",""duchaiten_pony_xl_no_score_v5.2_706363_open_clip_vit_bigg14_f16.ckpt"":""753cac45092077359a23ba29601a389a90100affc3168c721d08bce8c421cf64"",""duchaiten_pony_xl_no_score_v5.2_706363_f16.ckpt"":""6349cab7127c77fc20b9e50ade8ab0023aa752d409d4af1b9fba30254ad8c64c""}}"
349,uncurated_model,sdxl_base_v0.9,DucHaiten_Pony_XL_no_score_v6.0_817261,duchaiten_pony_xl_no_score_v6.0_817261_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,duchaiten_pony_xl_no_score_v6.0_817261_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""text_encoder"":""duchaiten_pony_xl_no_score_v6.0_817261_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""modifier"":""none"",""clip_encoder"":""duchaiten_pony_xl_no_score_v6.0_817261_clip_vit_l14_f16.ckpt"",""default_scale"":16,""file"":""duchaiten_pony_xl_no_score_v6.0_817261_f16.ckpt"",""name"":""DucHaiten_Pony_XL_no_score_v6.0_817261"",""version"":""sdxl_base_v0.9"",""converted"":{""duchaiten_pony_xl_no_score_v6.0_817261_clip_vit_l14_f16.ckpt"":""f4fc2ac679d8d6d1d5bf35d4096854a5ae8378b5dbbaf030dd9fbf191fd9cad2"",""duchaiten_pony_xl_no_score_v6.0_817261_open_clip_vit_bigg14_f16.ckpt"":""753cac45092077359a23ba29601a389a90100affc3168c721d08bce8c421cf64"",""duchaiten_pony_xl_no_score_v6.0_817261_f16.ckpt"":""5a3fed8c9167f609b1939be6b70dfffe93e5913c14a0829727315eb36e58c76f""}}"
350,uncurated_model,flux1,Edge_Of_Reality_32Beyond_Reality,1677057_edgeofreality_32beyondreality_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1677057_edgeofreality_32beyondreality_q8p.ckpt"":""450c6bafa6792d7b42d351bebfb2de7398a61c151c1ca4a5c83868f0ff1b8a8d""},""default_scale"":16,""file"":""1677057_edgeofreality_32beyondreality_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Edge_Of_Reality_32Beyond_Reality"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
351,uncurated_model,flux1,Edge_Of_Reality_v30,1224657_edgeofreality_v30_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1224657_edgeofreality_v30_q8p.ckpt"":""69e255fa58aa0aaf4a5d38dd9e6aeb023467017efe73eb013457d9f8cab14e49""},""default_scale"":16,""file"":""1224657_edgeofreality_v30_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Edge_Of_Reality_v30"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
352,uncurated_model,sdxl_base_v0.9,Editijon-K-POP,editijon_k_pop_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,editijon_k_pop_clip_vit_l14_f16.ckpt,"","","{""file"":""editijon_k_pop_f16.ckpt"",""version"":""sdxl_base_v0.9"",""clip_encoder"":""editijon_k_pop_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""text_encoder"":""editijon_k_pop_open_clip_vit_bigg14_f16.ckpt"",""prefix"":"""",""name"":""Editijon-K-POP"",""default_scale"":16,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""converted"":{""editijon_k_pop_open_clip_vit_bigg14_f16.ckpt"":""998892c4a50cf300a69e8142c56d567b7203e25e42e1f7d32da410674b4e229e"",""editijon_k_pop_f16.ckpt"":""b64d28d6ed456124c0143096cee989548db9e2873bdccd49ace9dc49b7a5012f"",""editijon_k_pop_clip_vit_l14_f16.ckpt"":""2a96c775dc506de51598fc76ad219c6877b1ef5c002466182ffade6beba52777""}}"
353,uncurated_model,sdxl_base_v0.9,Eri-LumenVeil-V1-Illustrious-NAI,eri_lumenveil_v1_illustrious_nai_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,eri_lumenveil_v1_illustrious_nai_clip_vit_l14_f16.ckpt,"","","{""name"":""Eri-LumenVeil-V1-Illustrious-NAI"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""eri_lumenveil_v1_illustrious_nai_clip_vit_l14_f16.ckpt"",""text_encoder"":""eri_lumenveil_v1_illustrious_nai_open_clip_vit_bigg14_f16.ckpt"",""prefix"":"""",""default_scale"":16,""upcast_attention"":false,""file"":""eri_lumenveil_v1_illustrious_nai_f16.ckpt"",""version"":""sdxl_base_v0.9"",""modifier"":""none"",""converted"":{""eri_lumenveil_v1_illustrious_nai_open_clip_vit_bigg14_f16.ckpt"":""46917d7ef5c0a4d22149ca823114e678e2f7792095dda647f85976423273e6ca"",""eri_lumenveil_v1_illustrious_nai_f16.ckpt"":""76694e1815ed5dfa538cc9919000d0594eace6897d63dcb4681a184cf189c91c"",""eri_lumenveil_v1_illustrious_nai_clip_vit_l14_f16.ckpt"":""ee66323d9b0408c2ba2d6e7ecb0dcb424b6c4ea4b00829dcf13d3330d2fca7c2""}}"
354,uncurated_model,sdxl_base_v0.9,Fantasm-Pony-XL,fantasm_pony_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,fantasm_pony_xl_clip_vit_l14_f16.ckpt,"","","{""name"":""Fantasm-Pony-XL"",""version"":""sdxl_base_v0.9"",""clip_encoder"":""fantasm_pony_xl_clip_vit_l14_f16.ckpt"",""modifier"":""none"",""default_scale"":16,""file"":""fantasm_pony_xl_f16.ckpt"",""prefix"":"""",""text_encoder"":""fantasm_pony_xl_open_clip_vit_bigg14_f16.ckpt"",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""fantasm_pony_xl_open_clip_vit_bigg14_f16.ckpt"":""1b5b6dd54f2f769d2f55a54d3d7a7771799687bb42824abebcf07baadbd755d4"",""fantasm_pony_xl_f16.ckpt"":""f2a7931a1cfeeccade2397b4a33982e2e73b6ad0d7ee67fa24f3104cb0707906"",""fantasm_pony_xl_clip_vit_l14_f16.ckpt"":""3d7801c923e542907e8941dc31b86c889417b1f34477a1bf721990a5bb5c0b78""}}"
355,uncurated_model,flux1,Fenrisxl_Flux_fenris_Flux_V1FP8,795206_fenrisxlflux_fenrisfluxv1fp8_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""795206_fenrisxlflux_fenrisfluxv1fp8_q8p.ckpt"":""048d31f4a2a41ff47f2fe2f4784640aab3f590a50d8c72f4dcf3dd22750acfd4""},""default_scale"":16,""file"":""795206_fenrisxlflux_fenrisfluxv1fp8_q8p.ckpt"",""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Fenrisxl_Flux_fenris_Flux_V1FP8"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
356,uncurated_model,sdxl_base_v0.9,Five_Stars_Illustrious_1.0_1398525,five_stars_illustrious_1.0_1398525_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,five_stars_illustrious_1.0_1398525_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""clip_encoder"":""five_stars_illustrious_1.0_1398525_clip_vit_l14_f16.ckpt"",""default_scale"":16,""file"":""five_stars_illustrious_1.0_1398525_f16.ckpt"",""name"":""Five_Stars_Illustrious_1.0_1398525"",""upcast_attention"":false,""version"":""sdxl_base_v0.9"",""prefix"":"""",""text_encoder"":""five_stars_illustrious_1.0_1398525_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""five_stars_illustrious_1.0_1398525_clip_vit_l14_f16.ckpt"":""f36bd211c9a55105641c3cf1698a884e3f11bd5054a90ee48f663abf091f22a0"",""five_stars_illustrious_1.0_1398525_f16.ckpt"":""bfbac35d4f00ac315fbcec62ffabb344ea1f6c8a92490b3edba8b52a324583d5"",""five_stars_illustrious_1.0_1398525_open_clip_vit_bigg14_f16.ckpt"":""1e96cf3f024decbc74912ce944cf70387e924b9dbee727cf4b61ed6c5b88dbd7""}}"
357,uncurated_model,sdxl_base_v0.9,Five_Stars_Illustrious_4.0_1657020,five_stars_illustrious_4.0_1657020_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,five_stars_illustrious_4.0_1657020_clip_vit_l14_f16.ckpt,"","","{""version"":""sdxl_base_v0.9"",""modifier"":""none"",""file"":""five_stars_illustrious_4.0_1657020_f16.ckpt"",""upcast_attention"":false,""name"":""Five_Stars_Illustrious_4.0_1657020"",""default_scale"":16,""prefix"":"""",""clip_encoder"":""five_stars_illustrious_4.0_1657020_clip_vit_l14_f16.ckpt"",""text_encoder"":""five_stars_illustrious_4.0_1657020_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""five_stars_illustrious_4.0_1657020_open_clip_vit_bigg14_f16.ckpt"":""c83e88868d27758f18ad3a4bc12f1a8473428fb1fcf6a25169f1efb9213cd3ae"",""five_stars_illustrious_4.0_1657020_clip_vit_l14_f16.ckpt"":""a2f54e1bf39094bc1de1a2f6a2c68ab7716fd0354ed93fc78ee53fadfd11bd8a"",""five_stars_illustrious_4.0_1657020_f16.ckpt"":""e4d1532d11498d6db11985e570fc968ed49757d1c599107bc4609686510bd8d0""}}"
